Queue Pos.,Owner/Developer,Project Name,Date of IR,SP (MW),WP (MW),Type/ Fuel,County,State,Z,Interconnection Point,Utility ,S,Last Update,Availability of Studies,FS Complete/ SGIA Tender,Proposed In-Service,Proposed Initial-Sync,Proposed COD
573,Hecate Energy Greene 2 LLC,Greene County 2,9/6/16,10,10,S,Greene,NY,G,Coxsackie Substation 13.8kV,CHGE,9,12/31/19,SIS,,Nov-20,Nov-20,Dec-20
574,"Atlantic Wind, LLC",Mad River Wind,9/16/16,450,450,W,Jefferson-Oswego,NY,E,Volney - Marcy 345kV,NM-NG,7,4/30/19,"FES, SRIS",,Nov-21,Nov-21,Dec-21
575,"Little Pond Solar, LLC",Little Pond Solar,9/16/16,20,20,S,Rockland,NY,G,Mongaup - Shoemaker 69kV,O&R,9,12/31/19,"FES, SIS",,Sep-20,Oct-20,Dec-20
576,Astoria Generating Company LP,Astoria Generating Unit 4,9/16/16,385,385,ST,New York,NY,J,Astoria East Substation 138kV,ConEd,7,4/30/18,SRIS,,May-20,May-20,May-20
577,"Greene County Energy Properties, LLC",Greene County Energy,9/20/16,20,20,S,Greene,NY,G,New Baltimore - Coxsackie 69 kV,CHGE,7,12/31/19,SIS,,Dec-20,Dec-20,Dec-20
578,Sharon Solar LLC,Sharon Solar,9/20/16,20,20,S,Schoharie,NY,F,Sharon Substation 69kV,NM-NG,0,6/30/17,,,,,
579,"Bluestone Wind, LLC",Bluestone Wind,9/21/16,124.2,124.2,W,Broome,NY,E,Afton - Stilesville 115kV,NYSEG,9,12/31/18,"FES, SRIS",,Sep-20,Sep-20,Dec-20
580,Genesee County Economic Devel.,WNY STAMP,9/27/16,500,500,L,Genesee,NY,A,Kintigh/Niagara - Rochester 345kV,NYPA,6,12/31/18,SIS,,Jun-20,N/A,NA
581,SED NY Holdings LLC,Hills Solar,10/6/16,20,20,S,Herkimer,NY,E,Fairfield - Inghams 115kV,NM-NG,9,9/30/19,"FES, SIS",,Jun-20,Jun-20,Jul-20
582,Sunny Knoll Solar LLC,Sunny Knoll Solar,10/18/16,20,20,S,Schoharie,NY,F,Cobleskill - Schoharie 69kV,NM-NG,0,5/31/19,,,,,
584,SunEast Dog Corners Solar LLC,Dog Corners Solar,11/2/16,20,20,S,Cayuga,NY,C,Aurora Substation 34.5kV,NYSEG,10,1/31/20,"SIS, FS",9/24/18,Jun-20,Aug-20,Aug-20
585,Caledonia Solar LLC,Caledonia I Solar,11/7/16,20,20,S,Livingston,NY,A,Golah - South Perry 69kV,NM-NG,0,6/30/18,,,,,
586,SED NY Holdings LLC,Watkins Rd Solar,11/8/16,20,20,S,Herkimer,NY,E,Watkins Rd - Ilion 115kV,NM-NG,10,12/31/19,"SIS, FS",,Apr-20,Apr-20,Apr-20
587,Fork Valley Solar LLC,Fork Valley Solar,11/8/16,20,20,S,Steuben,NY,C,Eelpot Rd 345.5kV Substation,NYSEG,0,7/31/18,,,,,
588,"Exelon Transmission Co., LLC",Niagara Transmission Expansion,11/15/16,N/A,N/A,AC,Niagara-Erie,NY,A,Niagara - Gardenville,NYPA/NYSEG/ NM-NG,0,9/30/17,,,,,
589,"Duke Energy Renewables Solar, LLC",North Country Solar,12/2/16,15,15,S,Lewis,NY,E,Boonville 46kV Substation,NM-NG,9,9/30/19,"FES, SIS",,Sep-20,Sep-20,Dec-20
590,"Duke Energy Renewables Solar, LLC",Scipio Solar,12/2/16,18,18,S,Cayuga,NY,C,Scipio 34.5kV Substation,NYSEG,10,12/31/19,"SIS, FS",5/22/19,Sep-20,Aug-20,Nov-20
591,SED NY Holdings LLC,High Top Solar,12/2/16,20,20,S,Wyoming,NY,C,South Perry 34.5kV Substation,NYSEG,9,12/31/19,SIS,,Jul-21,Sep-21,Nov-21
592,"Duke Energy Renewables Solar, LLC",Niagara Solar,12/2/16,20,20,S,Wyoming,NY,B,Bennington 34.5kV Substation,NYSEG,10,9/30/19,"SIS, FS",5/22/19,Sep-20,Aug-20,Nov-20
593,"OneEnergy Development, LLC",Raceway Solar,12/28/16,20,20,S,Rensselaer,NY,F,Cobb Hill Substation,NYSEG,0,4/30/17,,,,,
594,"North Park Energy, LLC",NW Energy,12/29/16,60,60,ES,Wyoming,NY,C,Wethersfield Substation 230kV,NYSEG,9,1/31/20,SRIS,,Oct-21,Oct-21,Dec-21
595,"North Park Energy, LLC",SW Energy,12/29/16,100,100,ES,Cattaraugus,NY,A,Five Mile Rd Substation 115kV,NM-NG,9,7/31/19,"FES, SRIS",,Oct-21,Oct-21,Dec-21
596,Invenergy Wind Development LLC,Alle Catt II Wind,1/4/17,339.1,339.1,W,Cattaraugus,NY,A,Stolle Rd - Five Mile Rd 345kV,NM-NG,9,12/31/18,SRIS,,Oct-21,Oct-21,Dec-21
597,Hecate Energy Greene County 3 LLC,Greene County 3,1/10/17,20,20,S,Greene,NY,G,North Catskill - Coxsackie 69kV,CHGE,9,7/31/19,SIS,,Nov-20,Nov-20,Dec-21
598,Hecate Energy Albany 2 LLC,Albany County 2,1/10/17,20,20,S,Albany,NY,F,Long Lane - Lafarge 115kV,NM-NG,9,9/30/19,SIS,,May-20,May-20,Jun-20
599,"LeRoy, LLC",LeRoy Solar,1/11/17,20,20,S,Genesee,NY,B,LeRoy Substation 115kV,NGrid,0,4/30/17,,,,,
600,"Conti Enterprises, Inc.",Darby Solar,1/12/17,20,20,S,Washington,NY,G,Mechanicville - Schaghticoke 34.5kV,NM-NG,0,4/30/19,,,,,
601,HP Hood LLC,Hood Cogen,1/20/17,4,4,CT,Madison,NY,C,Oneida - Fenner 115kV,NGrid,0,12/31/18,,,,,
602,Cypress Creek Renewables,Keesog Solar,1/30/17,50,50,S,Franklin,NY,D,Moses - Willis 230kV,NYPA,0,5/31/17,,,,,
603,"Hecate Energy Riverhead, LLC",Riverhead,2/3/17,7.5,7.5,S,Suffolk,NY,K,Wildwood - Riverhead 69kV,LIPA,0,5/31/18,,,,,
604,"Hecate Energy Columbia County 1, LLC",Columbia County 1,2/7/17,20,20,S,Columbia,NY,G,Craryville Substation 34.5kV,NYSEG,0,7/31/17,,,,,
605,"Hecate Energy Columbia County 2, LLC",Columbia County 2,2/7/17,20,20,S,Columbia,NY,G,Craryville Substation 34.5kV,NYSEG,0,7/31/17,,,,,
606,"Hecate Energy Craryville 3, LLC",Columbia County 3,2/7/17,10,10,S,Columbia,NY,G,Craryville Substation 34.5kV,NYSEG,0,7/31/17,,,,,
607,Empire State Connector Corporation,Empire State Connector II,2/8/17,1000,1000,DC,Oneida-New York,NY,"E, J",Marcy - Astoria 345kV,NYPA/NM-NG/ ConEd,0,3/31/17,,,,,
608,"ITC New York Development, LLC",Segment A,2/8/17,N/A,N/A,AC,Oneida-Albany,NY,"E, F",Edic - New Scotland 345kV,NM-NG,0,4/30/19,,,,,
609,"ITC New York Development, LLC",Segment B,2/8/17,N/A,N/A,AC,Oneida-Albany,NY,"E, F",Knickerbocker - PV 345kV,NM-NG/NYSEG/ CHGE/ConEd,0,4/30/19,,,,,
610,"Woodruff Solar, LLC",Woodruff Solar,2/10/17,20,20,S,Livingston,NY,A,Golah - N. Lakeville 34.5KV,NM-NG,0,6/30/19,,,,,
611,"Badra Solar, LLC",Badra Solar,2/10/17,20,20,S,Franklin,NY,D,Nicholville - Malone 115kV,NM-NG,0,3/31/17,,,,,
612,"Deepwater Wind South Fork, LLC",South Fork Wind Farm,2/14/17,96,96,W,Suffolk,NY,K,East Hampton 69kV,LIPA,9,11/30/19,SRIS,,Jan-22,Aug-22,Nov-22
613,"OneEnergy Development, LLC",Sugar Maple Solar,2/17/17,20,20,S,Herkimer,NY,E,Trenton Falls - Poland 46kV,NM-NG,0,6/30/19,,,,,
614,"Sabertooth Solar, LLC",Sabertooth Solar,2/22/17,20,20,S,Cortland,NY,B,Willett - Lapeer 115kV,NYSEG,0,6/30/17,,,,,
615,"West Point Partners, LLC",West Point II HVDC,3/2/17,1000,1000,DC,Albany-Westchester,NY,"F, H",New Scotland - Buchanan South 345kV,NM-NG/ConEd,0,2/28/19,,,,,
616,"Heelstone Development, LLC",Mohawk Solar,3/23/17,20,20,S,Herkimer,NY,E,Watkins Rd - Ilion 115kV,NM-NG,0,4/30/19,,,,,
617,"North Park Energy, LLC",Watkins Glen Solar,3/27/17,50,50,S,Schuyler,NY,C,Bath - Montour Falls 115kV,NYSEG,9,11/30/19,SRIS,,Sep-20,Oct-20,Dec-20
618,"North Park Energy, LLC",High River Solar,3/27/17,90,90,S,Schenectady,NY,F,Stoner - Rotterdam 115kV,NM-NG,9,4/30/19,SRIS,,Sep-20,Oct-20,Nov-20
619,"North Park Energy, LLC",East Point Solar,3/27/17,50,50,S,Schoharie,NY,F,Sharon - Marshville 69kV,NM-NG,9,11/30/19,SRIS,,Sep-21,Oct-21,Dec-21
620,"North Park Energy, LLC",North Side Solar,3/27/17,180,180,S,St. Lawrence,NY,D,Massena - Moses 230kV,NYPA,9,1/31/20,"FES, SRIS",,Jul-22,Sep-22,Nov-22
621,"Blue Stone Solar Energy, LLC",Saugerties Solar,3/27/17,20,20,S,Ulster,NY,G,Saugerties - Woodstock 69kV,CHGE,10,12/31/19,"SIS, FS",8/21/19,Oct-20,Oct-20,Dec-20
622,"Geronimo Solar Energy, LLC",Alcoa Solar,3/27/17,20,20,S,St. Lawrence,NY,E,13.8kV,NM-NG,0,6/30/17,,,,,
623,"Conti Enterprises, Inc.",Puckett Solar,4/5/17,20,20,S,Chenango,NY,C,Chenango Forks 34.5kV Substation,NYSEG,0,6/30/17,,,,,
624,"Franklin Solar, LLC",Franklin Solar,4/11/17,150,150,S,Franklin,NY,D,Malone 115kV Substation,NM-NG,7,9/30/18,SRIS,,Dec-20,Dec-20,Dec-20
625,"Whitehart Solar, LLC",Whitehart Solar,4/13/17,20,20,S,Sullivan,NY,E,Hyatt Rd.- Border City 115kV,NYSEG,0,9/30/18,,,,,
626,"KCE NY 1, LLC",KCE NY 1,4/14/17,20,20,,Saratoga,NY,F,Luther Forest 34.5kV Substation,NM-NG,0,6/30/17,,,,,
627,"OneEnergy Development, LLC",Southtown 2 Solar,4/17/17,20,20,S,,,,North Angola 34.5kV Substation,NM-NG,0,6/30/17,,,,,
628,"OneEnergy Development, LLC",Slingshot 2 Solar,4/17/17,20,20,S,Steuben,NY,C,Hammondsport 34.5 kV Substation,NYSEG,0,8/31/17,,,,,
629,"Silver Lake Solar, LLC",Silver Lake Solar,4/27/17,24.9,24.9,S,Wyoming,NY,C,South Perry 34.5kV Substation,NYSEG,9,1/31/20,"FES, SRIS",,Jul-21,Sep-21,Nov-21
630,Cayuga Operating Co.,Cayuga Solar,4/27/17,20,20,S,Lansing,NY,C,Milliken 34.5 Substation,NYSEG,0,1/31/18,,,,,
631,"Champlain Hudson Power Express, Inc.",NS Power Express,5/2/17,1000,1000,DC,Quebec - New York,NY,J,"New Scotland, Astoria Annex 345kV",NM-NG/NYPA,7,1/31/19,SRIS,,Dec-21,Dec-21,Dec-21
632,GridAmerica Holdings Inc.,Alps - Berkshire,5/4/17,N/A,N/A,AC,Rensselaer,NY,F,Alps - Berkshire 345kV,NM-NG,6,2/28/19,SIS,,Sep-21,N/A,N/A
633,"Conti Enterprises, Inc.",Janis Solar,5/15/17,20,20,S,,,B,Willet - Tarbell 34.5 kV,NYSEG,0,6/30/17,,,,,
634,"Champagne Storage, LLC",Champagne Storage,5/18/17,20,20,ES,Madison,NY,E,Oneida - Cortland 115kV,NM-NG,0,1/31/18,,,,,
635,"Rising Solar, LLC",Rising Solar,6/14/17,20,20,S,Orange,NY,G,Sugarloaf - Wisner 69kV,O&R,0,12/31/18,,,,,
636,"Daybreak Solar, LLC",Daybreak Solar,6/15/17,25,25,S,Ulster,NY,G,East Walden Substation 69kV,CHGE,0,1/31/19,,,,,
637,Flint Mine Solar LLC,Flint Mine Solar,6/29/17,100,100,S,Greene,NY,G,"LaFarge - Pleasant Valley 115kV, Feura Bush - North Catskill 115kV",NM-NG,9,11/30/19,"FES, SRIS",,Oct-21,Oct-21,Nov-21
638,"Pattersonville Solar Facility, LLC",Pattersonville,7/11/17,20,20,S,Montgomery,NY,F,Rotterdam - Meco 115kV,NM-NG,9,9/30/19,"FES, SIS",,Aug-20,Oct-20,Oct-20
639,Owego Solar LLC,Owego Solar,7/19/17,20,20,S,Tioga,NY,C,South Owego - Stagecoach 115kV,NYSEG,0,11/30/17,,,,,
640,"Granada Solar, LLC",Grissom Solar,7/19/17,20,20,S,Fulton,NY,F,Vail Mills Substation 69kV,NM-NG,0,11/30/17,,,,,
641,AVANGRID,Oakdale - Lafayette,7/24/17,N/A,N/A,AC,Broome-Onondaga,NY,C,Oakdale - Lafayette,NM-NG/NYSEG,0,10/4/19,,,,,
642,AVANGRID,Jennison - Edic,7/24/17,N/A,N/A,AC,Chenango - Oneida,NY,E,Jennison - Edic,NM-NG/NYSEG,0,10/4/19,,,,,
643,AVANGRID,Multiple Areas,7/24/17,N/A,N/A,AC,Steuben - Otsego,NY,"C, E",Transmission Reinforcements,NM-NG/NYSEG,0,10/4/19,,,,,
644,"Hecate Energy Columbia County 1, LLC",Columbia County 1,7/26/17,60,60,S,Columbia,NY,F,Craryville Substation 115kV,NYSEG,9,1/31/20,"FES, SRIS",,Oct-21,Oct-21,Oct-21
645,Oya Solar NY LP,Manny Corner Solar,8/1/17,20,20,S,Montgomery,NY,F,Meco - Rotterdam 115kV,NM-NG,0,3/31/18,,,,,
646,Oya Solar NY LP,Shaw Solar,8/1/17,20,20,S,Jefferson,NY,E,Thousand Island 115kV,NM-NG,0,12/31/17,,,,,
647,Oya Solar NY LP,Robinson Solar,8/1/17,20,20,S,Jefferson,NY,E,Thousand Island 115kV,NM-NG,0,3/31/18,,,,,
648,Oya Solar NY LP,Black Creek Solar,8/1/17,20,20,S,Jefferson,NY,E,Thousand Island - Coffeen 115kV,NM-NG,0,12/31/17,,,,,
649,"CR Fuel Cell, LLC",Clare Rose,8/3/17,13.9,13.9,FC,Suffolk,NY,K,William Floyd Substation 69kV,LIPA,9,10/31/19,"FES, SIS",,Dec-20,Dec-20,Dec-20
650,"BRT Fuel Cell, LLC",Brookhaven Rail Terminal,8/3/17,18.5,18.5,FC,Suffolk,NY,K,W. Yaphank - Yaphank 69kV,LIPA,9,11/30/19,"FES, SIS",,Apr-22,Jan-22,May-22
651,"Yaphank Fuel Cell Park, LLC",Yaphank Solid Waste Management,8/4/17,7.4,7.4,FC,Suffolk,NY,K,W. Yaphank - North Bellport 69kV,LIPA,0,10/31/18,,,,,
652,Somerset Operating Company LLC,Somerset Solar,8/4/17,19.9,19.9,S,Monroe,NY,B,Kintigh Switchyard 69kV,NYSEG,0,2/1/18,,,,,
653,"Plattsburgh Solar, LLC",Moffitt Solar,8/7/17,20,20,S,Clinton,NY,D,Northend - Woodruff Pond 46kV,NYSEG,0,9/30/18,,,,,
654,Renovo Energy Center LLC,Renovo Energy Center,8/11/17,N/A, N/A ,AC,Clinton,PA,C,Homer City - Mainsburg 345kV,NYSEG,9,8/31/19,SIS,,Oct-20,N/A,N/A
655,Admiral Wind LLC,Admiral Wind LLC,8/11/17,20,20,W,Madison,NY,C,Fenner - Oneida 115kV,NM-NG,0,9/30/19,,,,,
656,Taku Wind LLC,Taku Wind,8/11/17,20,20,W,Genesee,NY,A,Akron - Attica 34.5kV,NM-NG,0,1/31/18,,,,,
657,Mistral Wind LLC,Mistral Wind LLC,8/11/17,20,20,W,Genesee,NY,B,Lockport - Batavia 115kV,NM-NG,0,11/30/18,,,,,
658,"CVE North America, Inc.",Volney Solar Park,8/29/17,19.8,19.8,S,Fulton,NY,F,South Oswego - Clay 115kV,NM-NG,0,1/31/18,,,,,
659,"Solar Liberty Energy Systems, Inc.",Westwood Rd,9/19/17,10.1,11.3,S,Erie,NY,A,Erie St - Alden 34.5kV,NYSEG,0,3/31/18,,,,,
660,"Solar Liberty Energy Systems, Inc.",Liberty Dr,9/7/17,7.4,7.4,S,Niagara Falls,NY,A,Packard - Erie St 115 kV,NM-NG,0,3/31/18,,,,,
661,"Solar Liberty Energy Systems, Inc.",Eden Evans Rd,9/7/17,18,18,S,Erie,NY,A,Shelton - Angola 34.5kV,NM-NG,0,3/31/18,,,,,
662,EDP Renewables North America LLC,Coldwater Solar,9/7/17,80,80,S,Chautauqua,NY,A,Dunkirk - Gardenville 115kV,NM-NG,0,4/30/19,,,,,
663,"Solar Liberty Energy Systems, Inc.",Main St,9/8/17,10.8,10.8,S,York,NY,A,Golah - South Perry 69 kV,NM-NG/NYSEG,0,3/31/18,,,,,
664,South Cooper Solar LLC,South Cooper Solar,9/14/17,20,20,S,Cattaraugus,NY,A,Five Mile - Gardenville 115 kV,NM-NG,0,5/31/18,,,,,
665,Forest Glen Solar LLC,Forest Glen Solar,9/14/17,20,20,S,Allagany,NY,A,Five Mile - Homer Hill 115kV,NM-NG,0,3/31/18,,,,,
666,Martin Rd Solar LLC,Martin Rd Solar,9/14/17,20,20,S,Machias,NY,A,Arcade - Five Mile 115kV,NM-NG,9,11/30/19,SIS,,Sep-21,Oct-21,Oct-21
667,Bakerstand Solar LLC,Bakerstand Solar,9/14/17,20,20,S,Cattaraugus,NY,A,Machias - Maplehurst 34.5kV,NM-NG,9,9/30/19,SIS,,Sep-21,Oct-21,Oct-21
668,"North Bergen Liberty Generating, LLC",Liberty Generating Alternative,9/15/17,1171,1172,CC,New York,NY,J,West 49th St Substation 345kV,ConEd,9,12/31/19,SRIS,,Apr-23,Apr-23,Feb-24
669,SED NY Holdings LLC,Clay Solar,9/21/17,20,20,S,Clay,NY,C,Clay - Lockheed 115kV,NM-NG,9,12/31/19,"FES, SIS",,Dec-20,Nov-20,Dec-20
670,SED NY Holdings LLC,Skyline Solar,9/21/17,20,20,S,Westmoreland,NY,E,Campus Rd - Clinton 46kV,NM-NG,9,12/31/19,"FES, SIS",,Dec-20,Nov-20,Dec-20
671,East Coast Power LLC,Linden Cogen Uprate,9/25/17,32,23,CT,Union,NJ,J,Linden Cogen 345kV,ConEd,9,12/31/19,SRIS,,Mar-23,May-23,May-23
672,"LS Power Development, LLC",Helix Ravenswood I,10/6/17,30.2,30.2,CT,New York,NY,J,Rainey Substation 345kV,ConEd,0,9/30/18,,,,,
673,"LS Power Development, LLC",Helix Ravenswood II,10/6/17,72.4,72.4,CT,New York,NY,J,Rainey Substation 345kV,ConEd,0,9/30/18,,,,,
674,"Helix Ravenswood, LLC",Vernon Battery Storage I,10/24/17,10,10,ES,Queens,NY,J,Vernon Substation,ConEd,0,8/31/18,,,,,
675,"Helix Ravenswood, LLC",Vernon Battery Storage II,10/24/17,10,10,ES,Queens,NY,J,Vernon Substation,ConEd,0,8/31/18,,,,,
676,"Granada Solar, LLC",Regan Solar,10/25/17,20,20,S,Chenango,NY,C,Guilford 46kV,NYSEG,0,3/31/18,,,,,
677,"Granada Solar, LLC",Grange Solar,10/25/17,20,20,S,Broome,NY,C,Vincent Cors 34.5kV,NYSEG,0,1/31/18,,,,,
678,"LI Solar Generation, LLC",Calverton Solar Energy Center,10/26/17,22.9,22.9,S,Suffolk,NY,K,Edwards Substation 138kV,LIPA,9,7/31/19,SRIS,,Oct-20,Nov-20,Dec-20
679,"Anbaric Development Partners, LLC",New York City Offshore Wind,11/7/17,1200,1200,W,Kings,NY,J,Farragut 345kV,ConEd,3,4/30/19,,,Jul-25,Nov-25,Dec-25
680,"Anbaric Development Partners, LLC",Long Island Offshore Wind,11/7/17,700,700,S,Suffolk,NY,K,Ruland Rd. 138kV,LIPA,5,1/31/20,FES,,Jul-25,Nov-25,Dec-25
681,"Granada Solar, LLC",Magruder Solar,1/2/18,20,20,S,Ulster,NY,G,Modena - Galeville 115kV,CHGE,0,2/28/18,,,,,
682,"Grissom Solar, LLC",Grissom Solar,10/18/19,20,20,S,Johnstown,NY,F,Ephratah - Florida 115kV,NM-NG,9,12/31/19,"FES, SIS",,May-20,Jun-20,Dec-20
683,"KCE NY 2, LLC",KCE NY 2,1/18/18,200,200,ES,Montgomery,NY,G,Coldenham Substation 115kV,CHGE,9,1/31/20,SRIS,,May-21,May-21,Jun-21
684,"ITC Lake Erie Connector, LLC",Lake Erie Connector,1/18/18,N/A,N/A,AC,Chautauqua,NY,A,S. Ripley 230kV,NM-NG,10,9/30/19,"SIS, FS",4/22/19,Mar-24,N/A,N/A
685,"sPower Development Company, LLC",EPCAL 1,1/19/18,20,20,S,Suffolk,NY,K,Riverhead - Brookhaven 138kV,LIPA,0,4/30/18,,,,,
686,Invenergy Solar Development North America LLC,Bull Run Solar Energy Center,1/26/18,170,170,S,Clinton,NY,D,Patnode - Duley 230kV,NYPA,7,5/31/19,SRIS,,Oct-20,Oct-20,Dec-20
687,"sPower Development Company, LLC",EPCAL 2,1/29/18,150,150,S,Suffolk,NY,K,Edwards - Brookhaven 69kV,LIPA,0,6/30/18,,,,,
688,EDF Renewable Development Inc.,East Walden Solar,2/2/18,20,20,S,Orange,NY,G,East Waldon Sutbation,CHGE,0,3/31/18,,,,,
689,EDF Renewable Development Inc.,Goshen Solar,2/2/18,20,20,S,Orange,NY,G,Huntley Station 115kV,O&R,0,3/31/18,,,,,
690,EDF Renewable Development Inc.,Slate Hill 1 Solar,2/2/18,20,20,S,Orange,NY,G,Shoemaker - Westtown,O&R,0,3/31/18,,,,,
691,EDF Renewable Development Inc.,Slate Hill 2 Solar,2/2/18,20,20,S,Orange,NY,G,Shoemaker - Westtown,O&R,0,3/31/18,,,,,
692,"Consolidated Edison Company of New York, Inc.",Astoria Storage on Demand,2/7/18,15,15,ES,Queens,NY,J,North Queens Substation,ConEd,0,3/31/18,,,,,
693,"Renovo Energy Center, LLC",Renovo Energy Center Uprate,2/13/18,515,548,CC,Clinton,PA,C,Homer City - Mainesburg 345kV,NYSEG,7,4/30/19,SRIS,,Oct-20,Nov-20,Apr-21
694,"Sunset Hill Solar, LLC",Sunset Hill Solar,2/16/18,20,20,S,Albany,NY,G,New Baltimore - Westerlo NW 69 kV,CHGE,5,9/30/19,FES,,Aug-20,Jul-20,Aug-20
695,"Deepwater Wind, LLC",South Fork Wind Farm II,2/16/18,40,40,W,Suffolk,NY,K,East Hampton 69kV,LIPA,9,11/30/19,SRIS,,Jan-22,Aug-22,Dec-22
696,"Eagle Creek Hydro Power, LLC",Swinging Bridge Unit 3,3/21/18,1.2,1.2,H,Orange,NY,G,Swing Bridge 69 kV,O&R,12,5/31/19,,6/20/18,Jul-19,Jul-19,Jul-19
697,"Helix Ravenswood, LLC",Ravenswood Energy Storage 1,3/9/18,129,129,ES,Queens,NY,J,Rainey - Farragut 345kV,ConEd,9,10/31/19,SRIS,,Mar-22,Dec-21,May-22
698,"Helix Ravenswood, LLC",Ravenswood Energy Storage 2,3/9/18,129,129,ES,Queens,NY,J,Vernon-Rainey 138kV,ConEd,9,10/31/19,SRIS,,Mar-22,Dec-21,May-22
699,"Helix Ravenswood, LLC",Ravenswood Gas,3/9/18,238.5,243.8,CT,Queens,NY,J,Rainey - Farragut 345kV,ConEd,7,12/31/19,SRIS,,Mar-22,Jan-22,Jun-22
700,"Able Grid Energy Solutions, LLC",Robinson Grid,3/13/18,300,300,ES,Kings,NY,J,Gowanus Substation 345kV,ConEd,5,4/30/19,FES,,Oct-20,Nov-20,Dec-20
701,"KCE NY 1, LLC",KCE NY 1,3/15/18,20,20,ES,Saratoga,NY,F,Luther - Forest Substation 34.5kV,NYSEG,14,12/31/19,,6/20/18,,,I/S
702,"Anbaric Development Partners, LLC",Long Island Offshore AC,3/15/18,800,800,W,Suffolk,NY,K,Ruland Rd. 138kV,LIPA,3,4/30/19,,,Jul-25,Nov-25,Dec-25
703,"Anbaric Development Partners, LLC",New York City Offshore AC,3/15/18,800,800,W,Kings,NY,J,Farragut 345kV,ConEd,3,11/30/18,,,Jul-25,Nov-25,Dec-25
704,"Bear Ridge Solar, LLC",Bear Ridge Solar,3/20/18,100,100,S,Niagara,NY,A,Mountain- Lockport 115kV,NM-NG,9,1/31/20,SRIS,,Sep-22,Oct-22,Dec-22
705,"Oya Solar NY, LP",Chaumont Solar,4/10/18,160,160,S,Sullivan,NY,G,Thousand Island - Coffeen 115kV,NM-NG,0,7/31/18,,,,,
706,"High Bridge Wind, LLC",High Bridge Wind,4/25/18,100.8,100.8,W,Chenango,NY,E,E. Norwich - Jennison 115kV,NYSEG,9,9/30/19,SRIS,,Aug-21,Sep-21,Nov-21
707,PSEG Power New York LLC,Bethlehem Battery,5/4/18,10,10,ES,Albany,NY,F,Albany Substation 115kV,NM-NG,0,11/30/18,,,,,
708,PSEG Power New York LLC,Bethlehem Solar,5/4/18,1,1,S,Albany,NY,F,13.2kV Substation,NM-NG,0,6/30/18,,,,,
709,"Alder Creek Solar, LLC",Alder Creek Solar,5/18/18,205,205,S,Oneida,NY,E,Chases Lake Ð Porter 230kV,NM-NG,5,12/31/19,FES,,Jul-20,Jul-20,Dec-20
710,Invenergy Solar Development North America LLC,Horseshoe Solar,5/29/18,180,180,S,Livingston,NY,B,Golah Substation 115kV,NM-NG,5,9/30/19,FES,,Oct-21,Oct-21,Dec-21
711,Somerset Solar Development LLC,Somerset Solar,5/31/18,19.9,19.9,S,Monroe,NY,B,Kintigh Substation 345 kV,NYSEG,0,10/31/18,,,,,
712,Cayuga Solar LLC,Cayuga Solar,5/31/18,19.9,19.9,S,Thompkins,NY,C,Milliken Substation 34.5kV,NYSEG,0,11/30/18,,,,,
713,"EDF Renewables Development, Inc.",Edora B Solar Energy Center,6/1/18,20,20,S,Orange,NY,G,Hartley Substation 69kV,O&R,3,2/28/19,,,Oct-21,Oct-21,Nov-21
714,"EDF Renewables Development, Inc.",Edora C Solar Energy Center,6/1/18,20,20,S,Orange,NY,G,Shoemaker-Westtown 69kV,O&R,0,7/31/19,,,,,
715,"EDF Renewables Development, Inc.",Suffragette Solar Energy Center,6/1/18,20,20,S,Cayuga,NY,C,Hyatt Substation 34.5kV,NYSEG,7,9/30/19,"FES, SIS",,Oct-21,Oct-21,Nov-21
716,"EDF Renewables Development, Inc.",Moraine Solar Energy Center,6/4/18,87.4,93.5,S,Allegany,NY,C,Moraine Substation 115kV,NYSEG,5,9/30/19,FES,,Sep-21,Sep-21,Oct-21
717,"EDF Renewables Development, Inc.",Morris Ridge Solar Energy Center,6/4/18,177,177,S,Steuben,NY,C,South Perry - Meyer 230kV,NYSEG,5,9/30/19,FES,,Sep-21,Sep-21,Oct-21
718,"Cortland Energy Center, LLC",Cortland Energy Center,6/7/18,50,50,S,Cortland,NY,C,Cortland - SUNY 115 kV,NM-NG,9,9/30/19,SRIS,,Aug-22,Sep-22,Nov-22
719,"East Light Energy Center, LLC",East Light Energy Center,6/7/18,40,40,S,Montgomery,NY,F,Meco - Rotterdam 115 kV,NM-NG,8,10/31/19,SRIS,,Aug-22,Sep-22,Nov-22
720,"North Light Energy Center, LLC",North Light Energy Center,6/7/18,80,80,S,Seneca,NY,C,Border City - Station 168 115 KV,NYSEG,9,9/30/19,SRIS,,Aug-22,Sep-22,Nov-22
721,"Excelsior Energy Center, LLC",Excelsior Energy Center,6/7/18,280,280,S,Genesee,NY,A,N. Rochester-Niagara Falls 345 kV,NYPA,9,10/31/19,SRIS,,Jun-22,Aug-22,Nov-22
722,"Empire State Solar, LLC",Manchester Solar,6/7/18,20,20,S,Ontario,NY,C,Station 168 34.5 kV line #704,RG&E,5,1/31/20,,,Sep-20,Oct-20,Dec-20
723,"Lyonsdale Biomass, LLC",Lyonsdale Solar,6/8/18,19.9,19.9,S,Lewis,NY,E,Lyonsdale Substation 115kV,NM-NG,0,4/30/19,,,,,
724,"Brewster Solar, LLC",Brewster Solar,6/8/18,25,25,S,Putnam,NY,G,Pawling - Croton Falls 115kV,NYSEG,0,11/30/18,,,,,
